lead_id,age,income,policy_type,quote_requests_30d,social_engagement_score,location_risk_score,previous_insurance,credit_score_proxy,consent_given,consent_timestamp,conversion_score
INS_00395,50,73668,auto,3,2.455833682738664,7.589513537867694,yes,750,True,2025-10-26T15:12:05.966078,96.06239100726076
INS_00399,22,61614,auto,3,9.64248841036229,9.631063096180975,no,734,True,2025-09-03T15:12:05.966082,100.0
INS_00400,65,102449,auto,2,1.3084410410026026,2.5126881475374274,yes,856,True,2025-10-24T15:12:05.966083,99.87585311740015
INS_00404,66,64565,auto,4,4.239430849398243,2.9624467617005523,no,698,True,2025-10-17T15:12:05.966087,86.09401456457964
INS_00408,47,78488,auto,2,0.8037333789079948,6.516936827934099,yes,773,True,2025-08-23T15:12:05.966091,79.0428566702024
INS_00411,70,69933,auto,0,9.073364316469362,8.360571599420199,no,790,True,2025-09-11T15:12:05.966094,79.27467096107246
INS_00419,63,36169,auto,3,6.01553649643518,8.033106691972824,yes,844,True,2025-11-12T15:12:05.966102,77.25145735412671
INS_00424,69,30146,auto,1,3.123972838671949,6.442440473385751,yes,710,True,2025-10-23T15:12:05.966106,65.4114540269237
INS_00437,63,104039,auto,4,3.9553439606296337,3.983335663607754,no,588,True,2025-09-26T15:12:05.966119,56.58877966963082
INS_00440,49,36074,auto,2,0.3928203884341008,1.0681219071562775,yes,677,True,2025-10-25T15:12:05.966122,76.98601399687372
INS_00442,39,27918,auto,2,0.8273406343452183,1.0932539237000114,no,673,True,2025-10-27T15:12:05.966124,67.48519135919769
INS_00443,40,81547,auto,3,5.976835025337561,7.433816488918127,yes,884,True,2025-11-07T15:12:05.966125,100.0
INS_00444,19,100937,auto,0,8.776677629335158,5.224796218499305,no,795,True,2025-10-04T15:12:05.966126,96.57730812868984
INS_00445,44,78322,auto,2,0.7976979775019388,9.946168226329505,yes,758,True,2025-09-27T15:12:05.966127,62.50245748685364
INS_00448,43,37245,auto,3,9.863247086457958,8.242348853873217,yes,627,True,2025-10-17T15:12:05.966130,100.0
INS_00456,56,32284,auto,4,1.0841984541543337,3.5294266086036545,yes,739,True,2025-08-25T15:12:05.966139,75.67482199011828
INS_00458,59,83731,auto,0,9.53881096098188,9.252495029525583,yes,717,True,2025-10-13T15:12:05.966142,100.0
INS_00459,72,51733,auto,2,4.65838638919246,7.17486392425131,yes,640,True,2025-10-23T15:12:05.966143,66.14038896846169
INS_00468,53,57029,auto,4,1.3225359215605248,8.722257462010315,yes,842,False,2025-10-09T15:12:05.966152,66.5391405541869
INS_00469,62,46541,auto,1,1.3423205453146714,9.120397828811363,no,752,True,2025-10-23T15:12:05.966153,50.776912919392856
INS_00470,37,109907,auto,2,0.2354028427958987,1.0491699181769052,yes,694,True,2025-08-15T15:12:05.966154,88.35380132661446
INS_00480,45,97088,auto,6,6.988592305298942,4.305117652887552,no,676,True,2025-10-14T15:12:05.966163,100.0
INS_00483,49,143973,auto,1,8.162527115304155,1.7022620080462916,yes,611,True,2025-08-20T15:12:05.966166,100.0
INS_00485,39,46813,auto,0,9.772513952392783,6.382584400867977,no,833,False,2025-09-22T15:12:05.966168,81.68052406323531
INS_00492,59,28698,auto,3,7.24403000317891,8.654485587034657,yes,763,True,2025-09-08T15:12:05.966175,90.96545070155364
INS_00497,54,133077,auto,1,1.88013265774005,7.502942678014681,no,669,True,2025-11-09T15:12:05.966180,44.36200112847488
INS_00499,25,43193,auto,3,9.21274716448893,4.068961504800782,yes,698,True,2025-10-10T15:12:05.966182,100.0
INS_00509,69,92393,auto,3,7.343958761703014,2.503135241985465,no,632,True,2025-09-18T15:12:05.966192,96.4906360971922
INS_00520,47,91423,auto,0,9.575139643216168,3.0967292828397968,no,723,True,2025-11-12T15:12:05.966202,100.0
INS_00531,40,104448,auto,1,2.166280875826805,3.5763127512381256,no,734,True,2025-08-25T15:12:05.966213,75.02922630456715
INS_00534,70,95395,auto,3,8.430351646384901,5.5774805287299944,yes,670,True,2025-10-28T15:12:05.966216,100.0
INS_00537,64,89285,auto,0,6.564983125788873,1.2667043731302394,yes,625,True,2025-10-04T15:12:05.966219,91.31369164240314
INS_00540,71,55092,auto,0,9.221560928441525,7.201067597605712,yes,691,True,2025-10-02T15:12:05.966221,94.51906346350572
INS_00549,22,46989,auto,4,9.413812499770293,8.106544627452983,yes,707,True,2025-09-25T15:12:05.966230,100.0
INS_00553,20,54783,auto,3,9.429499947200082,2.9263614169938483,no,756,True,2025-09-01T15:12:05.966234,100.0
INS_00554,29,43053,auto,3,3.293900918172689,1.231122374731313,yes,538,True,2025-10-05T15:12:05.966235,94.49348635979194
INS_00556,33,25211,auto,3,9.078046114473944,5.313565942298495,yes,595,True,2025-09-03T15:12:05.966237,100.0
INS_00559,39,47505,auto,1,1.7623283815091684,2.0170679328124423,yes,743,True,2025-10-07T15:12:05.966239,72.19836240828005
INS_00564,22,49475,auto,3,0.3118086413476284,6.0505069937177804,yes,827,True,2025-08-21T15:12:05.966244,69.4843655563303
INS_00568,63,49528,auto,2,6.097925772911562,4.751114605684533,no,694,True,2025-09-17T15:12:05.966248,81.55700221107708
INS_00580,47,29343,auto,1,5.522754525804121,6.7281880093704585,yes,743,True,2025-08-25T15:12:05.966260,89.42622032547874
INS_00583,27,59140,auto,2,6.344814959190118,6.870452989546217,yes,574,True,2025-10-13T15:12:05.966262,100.0
INS_00587,51,18751,auto,2,6.501105997281012,6.315431405715828,yes,719,True,2025-10-18T15:12:05.966266,100.0
INS_00588,69,78505,auto,2,1.3673082591560848,6.601776407140103,yes,737,True,2025-10-25T15:12:05.966267,77.7080049770754
INS_00590,27,105317,auto,3,0.5902671082042299,3.495187359982616,yes,784,True,2025-11-07T15:12:05.966269,99.33899957321022
INS_00594,73,110406,auto,2,6.447607152270879,9.586607960639334,yes,665,False,2025-11-03T15:12:05.966273,83.37392352028284
INS_00596,62,33117,auto,4,7.092695441722005,3.743607187600953,yes,816,True,2025-09-20T15:12:05.966275,100.0
INS_00598,33,140273,auto,5,9.797175003857866,4.589340308734547,yes,756,True,2025-08-31T15:12:05.966277,100.0
INS_00599,41,57677,auto,1,6.948560797893196,8.512067095123273,yes,707,True,2025-10-19T15:12:05.966278,94.4529493082176
INS_00602,19,48425,auto,1,9.024124985790504,3.392150261399553,no,823,True,2025-09-10T15:12:05.966281,100.0
INS_00604,45,52231,auto,0,0.0921959421090268,4.150932108171208,yes,709,True,2025-10-12T15:12:05.966283,56.2390528615322
INS_00605,49,101439,auto,1,1.9674052243235995,8.242834587314903,yes,668,True,2025-10-25T15:12:05.966284,75.5309439552057
INS_00612,50,50231,auto,2,5.0421986609940275,8.028839231866652,yes,769,True,2025-10-21T15:12:05.966290,100.0
INS_00614,68,32317,auto,1,3.621121809808733,7.914543396655747,no,615,True,2025-09-07T15:12:05.966292,46.94775895980752
INS_00620,50,31389,auto,0,6.575818868033289,5.285323080323561,yes,680,True,2025-09-15T15:12:05.966298,81.7941736548807
INS_00621,57,69246,auto,3,1.8801715355357784,8.345067729568267,yes,586,True,2025-10-26T15:12:05.966299,86.72933391908413
INS_00623,60,41876,auto,4,6.608657584017463,2.3798816076809466,yes,729,True,2025-08-19T15:12:05.966301,92.98096567303116
INS_00624,61,74681,auto,4,6.7637683565491225,3.035321049059212,no,685,True,2025-09-06T15:12:05.966302,100.0
INS_00627,29,54425,auto,0,9.782052037999168,3.588803977233076,no,735,True,2025-10-03T15:12:05.966305,100.0
INS_00633,52,108832,auto,1,1.9326922690316484,4.711762940939858,yes,650,True,2025-09-16T15:12:05.966311,79.79088434297063
INS_00638,46,77652,auto,2,3.3407844166911724,1.5939640270166655,yes,614,True,2025-10-12T15:12:05.966315,100.0
INS_00639,43,36720,auto,1,6.259904657610356,9.447592139329473,no,761,True,2025-08-23T15:12:05.966316,62.39064494354234
INS_00642,51,49994,auto,1,5.8074877630698065,5.812072373649594,yes,705,True,2025-09-11T15:12:05.966319,57.88664489556681
INS_00644,58,69431,auto,0,5.2884337421875935,1.6550065228960409,yes,785,True,2025-10-13T15:12:05.966321,91.69516182763144
INS_00646,21,117831,auto,4,5.162173399765592,7.997925853586728,no,686,True,2025-09-17T15:12:05.966323,79.60168672378732
INS_00663,66,29717,auto,2,1.0822042356740535,7.837816403512589,yes,753,True,2025-11-04T15:12:05.966341,38.029014576632584
INS_00666,53,44369,auto,4,3.77650950839194,4.654885075023412,yes,887,True,2025-10-01T15:12:05.966343,72.74202851249234
INS_00670,49,60514,auto,0,0.487580987901991,7.426338127553168,yes,640,True,2025-11-05T15:12:05.966347,71.37156251892335
INS_00673,49,59929,auto,4,8.938070253874942,8.136034399039891,yes,780,True,2025-09-24T15:12:05.966350,100.0
INS_00683,47,45563,auto,0,6.262567303206703,5.308181581551105,yes,732,True,2025-09-24T15:12:05.966360,98.66288331075128
INS_00686,37,122339,auto,1,2.126764294948763,6.766036914120967,yes,693,True,2025-09-04T15:12:05.966363,80.11515624370995
INS_00688,42,70439,auto,1,9.54561745348238,5.136105779987934,yes,637,True,2025-10-15T15:12:05.966365,100.0
INS_00690,30,87294,auto,3,8.831568886620541,7.448847734881608,yes,810,True,2025-10-15T15:12:05.966367,100.0
INS_00691,36,34230,auto,4,1.4877631284724968,5.92183798751444,yes,808,True,2025-10-09T15:12:05.966368,97.87381265289628
INS_00696,36,128917,auto,0,7.1824426994765025,7.1416423960790185,no,801,True,2025-09-30T15:12:05.966372,84.86363630627615
INS_00698,26,42135,auto,3,4.795885847196653,2.870505070744944,yes,887,True,2025-08-18T15:12:05.966374,100.0
INS_00703,69,28821,auto,2,5.5872726872575935,5.907068973724502,yes,706,True,2025-08-25T15:12:05.966379,100.0
INS_00704,36,33318,auto,5,5.582997673713045,1.1589235933838995,no,800,True,2025-09-05T15:12:05.966380,100.0
INS_00707,70,78174,auto,1,2.35210724212083,8.423966077126092,yes,748,True,2025-08-29T15:12:05.966383,68.67555848562982
INS_00709,52,36662,auto,2,0.1960356804628205,4.047577119834728,no,893,True,2025-08-20T15:12:05.966385,42.35632096414852
INS_00710,29,98285,auto,0,7.161618846067205,1.1063560220038948,yes,775,True,2025-11-09T15:12:05.966386,100.0
INS_00711,42,100628,auto,4,1.020611035194231,9.889560846307154,yes,657,True,2025-11-02T15:12:05.966387,73.24300865768741
INS_00715,70,40147,auto,1,6.9066638976142904,7.292332577359152,yes,690,True,2025-09-14T15:12:05.966391,75.28691177457156
INS_00719,56,33612,auto,5,8.47215406630818,7.617670109225097,yes,425,True,2025-09-25T15:12:05.966394,100.0
INS_00725,48,60170,auto,4,8.767106826597551,9.750039381743102,no,478,True,2025-09-25T15:12:05.966400,82.99887519238223
INS_00729,46,90039,auto,3,4.5064703091781455,4.382803787243136,yes,776,True,2025-11-02T15:12:05.966404,95.01463670177804
INS_00730,60,92281,auto,1,6.977255190169334,1.1692662636681908,no,820,True,2025-09-13T15:12:05.966405,93.80877685104925
INS_00732,35,79462,auto,3,9.76257439717421,2.835944566245309,no,663,True,2025-09-04T15:12:05.966407,100.0
INS_00739,55,80576,auto,2,9.33236691239843,8.200440251455815,yes,603,True,2025-11-07T15:12:05.966414,97.356755680722
INS_00740,24,34468,auto,2,3.1583976379740464,3.9942161319808975,yes,754,True,2025-11-09T15:12:05.966415,90.65528022121458
INS_00746,67,67148,auto,1,9.9461151409161,5.528423381223696,yes,807,True,2025-10-13T15:12:05.966421,100.0
INS_00751,54,26571,auto,1,5.346050545557092,8.999971057058316,yes,731,True,2025-09-01T15:12:05.966425,70.10253543050439
INS_00758,39,91682,auto,3,2.3729903609358525,2.1933536925550117,yes,736,True,2025-08-27T15:12:05.966432,100.0
INS_00759,69,111941,auto,1,6.999187748384222,2.5469897455290504,no,815,True,2025-08-27T15:12:05.966433,92.74981258791132
INS_00764,21,75611,auto,4,2.763808211062686,5.792370246269574,yes,596,True,2025-08-30T15:12:05.966438,95.29420328276392
INS_00765,53,77125,auto,3,5.6989703917030194,9.793928263489226,no,772,True,2025-11-09T15:12:05.966439,62.33356654018208
INS_00772,44,73988,auto,2,1.8731374609066744,7.014805258144739,yes,511,True,2025-11-03T15:12:05.966446,65.59718880271302
INS_00774,43,25030,auto,2,0.3587968178884904,3.1652916907828472,yes,710,True,2025-08-16T15:12:05.966448,77.11047387580584
INS_00781,45,51492,auto,1,3.1855213750310285,1.3893685626590917,no,779,True,2025-08-28T15:12:05.966454,85.17755045014064
INS_00782,37,27993,auto,0,4.179880241888735,7.933725881806677,yes,658,True,2025-10-28T15:12:05.966455,67.525287971858
INS_00789,30,74361,auto,1,3.7656033156241775,2.5359253420702292,yes,587,True,2025-09-26T15:12:05.966462,97.3963442537282
INS_00792,66,106593,auto,2,0.4744747486005018,5.65673733966087,yes,722,True,2025-08-22T15:12:05.966465,74.00183826953003
INS_00796,55,57864,auto,2,3.7295092064080206,5.135217581453913,yes,622,True,2025-09-11T15:12:05.966469,84.93673929866311
INS_00801,49,31236,auto,0,2.575354502405834,7.203743832170941,yes,652,False,2025-09-15T15:12:05.966473,68.01036320199982
INS_00802,62,76284,auto,0,3.873447316357749,3.9122543191253745,yes,698,True,2025-08-14T15:12:05.966474,58.80261180102437
INS_00803,64,75420,auto,1,0.5220470959509826,2.3392747287197126,no,845,True,2025-10-24T15:12:05.966475,79.08650771833817
INS_00807,38,54535,auto,4,0.7189534051450697,5.424604575504838,yes,650,True,2025-08-21T15:12:05.966479,92.35885306790904
INS_00810,53,59076,auto,1,0.5809665399018993,1.2650833803327295,yes,893,True,2025-09-05T15:12:05.966482,60.65058327379153
INS_00815,35,61491,auto,0,5.813436037397431,1.7215959019902067,yes,609,True,2025-10-09T15:12:05.966487,100.0
INS_00822,18,65507,auto,0,0.5187610599699166,6.8065306241907715,yes,653,True,2025-09-14T15:12:05.966494,58.244584159956425
INS_00825,71,43689,auto,2,2.01135110676532,6.7307154687742194,yes,599,True,2025-08-19T15:12:05.966496,68.96344569059039
INS_00830,28,27428,auto,2,9.16451771817864,4.525238169921131,yes,628,True,2025-10-02T15:12:05.966501,99.8997218551597
INS_00831,29,119362,auto,1,0.5839238042429684,8.444736006254223,yes,503,True,2025-10-20T15:12:05.966502,71.62704319585043
INS_00832,27,47448,auto,2,1.6748308597624073,2.335681483776671,no,689,True,2025-09-11T15:12:05.966503,86.24954558326911
INS_00838,41,55118,auto,3,5.091932474579281,2.833969373609432,no,635,True,2025-08-28T15:12:05.966509,100.0
INS_00839,45,42629,auto,7,9.280525240687936,2.9639551197963914,no,823,True,2025-08-15T15:12:05.966510,100.0
INS_00843,53,51734,auto,2,2.911049055271749,3.902484166254679,yes,626,True,2025-09-07T15:12:05.966513,80.94719908309055
INS_00846,67,60302,auto,1,7.238155239078763,4.796760298867637,no,761,True,2025-10-13T15:12:05.966516,90.02554983166168
INS_00849,54,52682,auto,2,3.2247875371955157,8.026535491249147,no,550,True,2025-09-02T15:12:05.966519,45.81321203122813
INS_00853,71,45215,auto,3,6.3813939896881955,6.158248807565175,no,721,True,2025-08-22T15:12:05.966523,57.252278696457935
INS_00865,52,53814,auto,5,0.3037387877157049,4.521704514804484,yes,669,True,2025-08-30T15:12:05.966535,66.80861283899647
INS_00875,47,42358,auto,4,1.1610691985488408,6.457734387811703,yes,596,True,2025-08-15T15:12:05.966545,68.0649056586203
INS_00883,18,103142,auto,3,0.3911557880397076,6.456232539518926,yes,676,True,2025-10-03T15:12:05.966552,85.8729078976877
INS_00884,35,74738,auto,0,0.13890134966268,1.1352996618578968,yes,737,True,2025-10-28T15:12:05.966553,85.9893191289279
INS_00885,49,33660,auto,0,3.5337988693220126,2.12703311082886,no,709,True,2025-09-05T15:12:05.966554,54.944555165814485
INS_00890,43,50822,auto,3,7.802333671518009,7.665470249894713,no,902,True,2025-09-12T15:12:05.966559,92.50016151089471
INS_00892,39,126506,auto,3,3.264455251408327,4.391333751451725,yes,816,True,2025-08-29T15:12:05.966561,100.0
INS_00897,51,71123,auto,3,5.696179675857601,2.7489308682002473,no,748,True,2025-10-19T15:12:05.966566,95.4162586317468
